Date,Open,High,Low,Close,Adj Close,Volume
1970-04-13,6.468750,6.468750,6.382813,6.421875,1.368893,131200
1970-04-14,6.406250,6.406250,6.343750,6.382813,1.360566,160000
1970-04-15,6.382813,6.437500,6.296875,6.312500,1.345578,363200
1970-04-16,6.312500,6.359375,6.289063,6.296875,1.342246,324800
1970-04-17,6.296875,6.296875,6.187500,6.187500,1.318933,363200
1970-04-20,6.187500,6.218750,6.171875,6.187500,1.318933,267200
1970-04-21,6.187500,6.343750,6.148438,6.156250,1.312271,472000
1970-04-22,6.140625,6.140625,6.031250,6.031250,1.285626,481600
1970-04-23,6.007813,6.007813,5.914063,5.953125,1.268972,524800
1970-04-24,5.953125,6.023438,5.898438,6.000000,1.278965,435200
1970-04-27,5.992188,5.992188,5.929688,5.937500,1.265641,257600
1970-04-28,5.937500,6.023438,5.890625,5.898438,1.257316,326400
1970-04-29,5.898438,5.929688,5.812500,5.929688,1.263976,448000
1970-04-30,5.929688,5.937500,5.781250,5.859375,1.248989,683200
1970-05-01,5.859375,5.914063,5.828125,5.875000,1.252319,260800
1970-05-04,5.828125,5.828125,5.664063,5.671875,1.209022,675200
1970-05-05,5.671875,5.687500,5.593750,5.617188,1.197364,564800
1970-05-06,5.617188,5.734375,5.593750,5.695313,1.214018,723200
1970-05-07,5.695313,5.828125,5.695313,5.828125,1.242328,353600
1970-05-08,5.828125,5.890625,5.796875,5.875000,1.252319,220800
1970-05-11,5.875000,5.921875,5.796875,5.804688,1.237332,196800
1970-05-12,5.804688,5.835938,5.710938,5.757813,1.227340,332800
1970-05-13,5.710938,5.710938,5.562500,5.562500,1.185707,366400
1970-05-14,5.531250,5.531250,5.437500,5.531250,1.179046,702400
1970-05-15,5.531250,5.640625,5.500000,5.625000,1.199030,302400
1970-05-18,5.625000,5.648438,5.570313,5.648438,1.209913,292800
1970-05-19,5.648438,5.648438,5.523438,5.531250,1.184811,174400
1970-05-20,5.531250,5.539063,5.281250,5.289063,1.132934,425600
1970-05-21,5.250000,5.250000,5.125000,5.234375,1.121221,784000
1970-05-22,5.234375,5.281250,5.132813,5.218750,1.117873,196800
1970-05-25,5.218750,5.218750,4.875000,4.875000,1.044241,508800
1970-05-26,4.875000,4.984375,4.843750,4.859375,1.040894,675200
1970-05-27,4.859375,5.148438,4.859375,5.148438,1.102812,480000
1970-05-28,5.148438,5.234375,5.109375,5.195313,1.112852,668800
1970-05-29,5.195313,5.281250,5.125000,5.281250,1.131261,377600
1970-06-01,5.281250,5.421875,5.281250,5.320313,1.139628,406400
1970-06-02,5.320313,5.375000,5.296875,5.375000,1.151343,350400
1970-06-03,5.375000,5.453125,5.375000,5.445313,1.166404,176000
1970-06-04,5.445313,5.515625,5.328125,5.367188,1.149670,406400
1970-06-05,5.367188,5.375000,5.281250,5.335938,1.142975,347200
1970-06-08,5.335938,5.375000,5.265625,5.265625,1.127914,585600
1970-06-09,5.257813,5.257813,5.195313,5.218750,1.117873,136000
1970-06-10,5.210938,5.210938,5.101563,5.132813,1.099465,217600
1970-06-11,5.132813,5.171875,5.039063,5.062500,1.084404,166400
1970-06-12,5.062500,5.062500,4.984375,5.031250,1.077711,336000
1970-06-15,5.132813,5.132813,5.000000,5.062500,1.084404,244800
1970-06-16,5.062500,5.179688,5.054688,5.179688,1.109506,254400
1970-06-17,5.171875,5.171875,5.117188,5.140625,1.101139,312000
1970-06-18,5.140625,5.203125,5.062500,5.109375,1.094444,665600
1970-06-19,5.109375,5.132813,5.000000,5.125000,1.097792,3617600
1970-06-22,5.109375,5.109375,5.039063,5.078125,1.087751,174400
1970-06-23,5.078125,5.078125,5.000000,5.007813,1.072689,222400
1970-06-24,5.007813,5.023438,4.968750,4.968750,1.064323,216000
1970-06-25,4.960938,4.960938,4.773438,4.859375,1.040894,406400
1970-06-26,4.859375,4.875000,4.812500,4.843750,1.037547,360000
1970-06-29,4.804688,4.804688,4.703125,4.750000,1.017466,225600
1970-06-30,4.750000,4.812500,4.718750,4.718750,1.010772,256000
1970-07-01,4.718750,4.726563,4.593750,4.593750,0.983996,286400
1970-07-02,4.593750,4.664063,4.562500,4.609375,0.987343,336000
1970-07-06,4.593750,4.593750,4.476563,4.484375,0.960567,419200
1970-07-07,4.484375,4.507813,4.437500,4.468750,0.957221,486400
1970-07-08,4.500000,4.687500,4.500000,4.687500,1.004078,422400
1970-07-09,4.687500,4.882813,4.687500,4.710938,1.009099,1344000
1970-07-10,4.710938,4.726563,4.671875,4.671875,1.000731,193600
1970-07-13,4.671875,4.679688,4.617188,4.617188,0.989017,252800
1970-07-14,4.625000,4.671875,4.625000,4.671875,1.000731,379200
1970-07-15,4.671875,4.734375,4.671875,4.734375,1.014118,401600
1970-07-16,4.781250,4.898438,4.781250,4.867188,1.042567,521600
1970-07-17,4.890625,4.984375,4.890625,4.984375,1.067670,380800
1970-07-20,4.984375,4.992188,4.914063,4.945313,1.059302,238400
1970-07-21,4.945313,4.984375,4.921875,4.984375,1.067670,256000
1970-07-22,4.984375,5.054688,4.937500,5.007813,1.072689,454400
1970-07-23,5.007813,5.085938,4.984375,5.085938,1.089424,374400
1970-07-24,5.085938,5.085938,5.000000,5.062500,1.084404,483200
1970-07-27,5.054688,5.054688,5.023438,5.031250,1.077711,136000
1970-07-28,5.031250,5.046875,5.000000,5.031250,1.077711,256000
1970-07-29,5.031250,5.070313,5.015625,5.031250,1.077711,451200
1970-07-30,5.031250,5.046875,5.007813,5.046875,1.081056,179200
1970-07-31,5.046875,5.062500,5.015625,5.046875,1.081056,233600
1970-08-03,5.046875,5.078125,5.015625,5.046875,1.081056,728000
1970-08-04,5.039063,5.039063,4.992188,5.031250,1.077711,240000
1970-08-05,5.031250,5.046875,5.007813,5.039063,1.079384,177600
1970-08-06,5.039063,5.140625,5.023438,5.140625,1.101139,200000
1970-08-07,5.140625,5.273438,5.125000,5.195313,1.112852,928000
1970-08-10,5.195313,5.218750,5.148438,5.171875,1.107832,128000
1970-08-11,5.171875,5.179688,5.078125,5.148438,1.102812,236800
1970-08-12,5.148438,5.148438,5.070313,5.078125,1.087751,108800
1970-08-13,5.078125,5.078125,4.984375,4.992188,1.069343,281600
1970-08-14,4.992188,4.992188,4.882813,4.882813,1.045914,320000
1970-08-17,4.882813,4.906250,4.875000,4.898438,1.055176,204800
1970-08-18,4.921875,4.992188,4.921875,4.945313,1.065275,265600
1970-08-19,4.953125,5.023438,4.953125,5.007813,1.078737,320000
1970-08-20,5.007813,5.093750,5.000000,5.093750,1.097249,212800
1970-08-21,5.093750,5.281250,5.039063,5.281250,1.137639,238400
1970-08-24,5.281250,5.468750,5.273438,5.390625,1.161199,2142400
1970-08-25,5.390625,5.453125,5.351563,5.437500,1.171297,416000
1970-08-26,5.437500,5.492188,5.429688,5.437500,1.171297,283200
1970-08-27,5.437500,5.515625,5.437500,5.484375,1.181394,160000
1970-08-28,5.484375,5.601563,5.484375,5.523438,1.189809,507200
1970-08-31,5.523438,5.554688,5.421875,5.492188,1.183077,155200
1970-09-01,5.492188,5.492188,5.312500,5.328125,1.147737,1584000
1970-09-02,5.328125,5.328125,5.265625,5.312500,1.144370,172800
1970-09-03,5.312500,5.414063,5.265625,5.312500,1.144370,976000
1970-09-04,5.312500,5.335938,5.281250,5.296875,1.141004,364800
1970-09-08,5.296875,5.328125,5.257813,5.273438,1.135956,209600
1970-09-09,5.273438,5.359375,5.265625,5.359375,1.154468,448000
1970-09-10,5.359375,5.375000,5.265625,5.351563,1.152785,456000
1970-09-11,5.351563,5.406250,5.320313,5.320313,1.146054,123200
1970-09-14,5.320313,5.375000,5.296875,5.335938,1.149419,331200
1970-09-15,5.335938,5.359375,5.289063,5.359375,1.154468,105600
1970-09-16,5.359375,5.406250,5.328125,5.367188,1.156151,368000
1970-09-17,5.367188,5.390625,5.343750,5.375000,1.157834,254400
1970-09-18,5.375000,5.398438,5.351563,5.390625,1.161199,288000
1970-09-21,5.390625,5.484375,5.359375,5.375000,1.157834,177600
1970-09-22,5.375000,5.382813,5.335938,5.359375,1.154468,307200
1970-09-23,5.375000,5.484375,5.375000,5.453125,1.174663,332800
1970-09-24,5.484375,5.679688,5.484375,5.625000,1.211687,304000
1970-09-25,5.625000,5.625000,5.500000,5.507813,1.186444,710400
1970-09-28,5.507813,5.562500,5.484375,5.500000,1.184760,148800
1970-09-29,5.500000,5.500000,5.453125,5.468750,1.178028,316800
1970-09-30,5.468750,5.523438,5.460938,5.523438,1.189809,331200
1970-10-01,5.523438,5.554688,5.421875,5.437500,1.171297,1632000
1970-10-02,5.437500,5.484375,5.421875,5.460938,1.176346,452800
1970-10-05,5.460938,5.546875,5.445313,5.546875,1.194857,432000
1970-10-06,5.546875,5.609375,5.546875,5.601563,1.206638,785600
1970-10-07,5.601563,5.648438,5.570313,5.609375,1.208320,360000
1970-10-08,5.609375,5.640625,5.562500,5.578125,1.201589,355200
1970-10-09,5.578125,5.585938,5.500000,5.500000,1.184760,377600
1970-10-12,5.500000,5.531250,5.445313,5.484375,1.181394,80000
1970-10-13,5.484375,5.484375,5.437500,5.468750,1.178028,144000
1970-10-14,5.468750,5.585938,5.468750,5.562500,1.198223,152000
1970-10-15,5.562500,5.625000,5.539063,5.617188,1.210004,462400
1970-10-16,5.617188,5.617188,5.562500,5.570313,1.199907,105600
1970-10-19,5.570313,5.593750,5.539063,5.578125,1.201589,174400
1970-10-20,5.554688,5.554688,5.500000,5.523438,1.189809,372800
1970-10-21,5.523438,5.585938,5.515625,5.562500,1.198223,593600
1970-10-22,5.562500,5.570313,5.531250,5.570313,1.199907,177600
1970-10-23,5.570313,5.601563,5.539063,5.578125,1.201589,585600
1970-10-26,5.578125,5.609375,5.546875,5.570313,1.199907,105600
1970-10-27,5.570313,5.578125,5.500000,5.523438,1.189809,219200
1970-10-28,5.523438,5.523438,5.421875,5.500000,1.184760,1579200
1970-10-29,5.507813,5.562500,5.507813,5.507813,1.186444,292800
1970-10-30,5.523438,5.562500,5.523438,5.531250,1.191491,187200
1970-11-02,5.531250,5.562500,5.515625,5.546875,1.194857,232000
1970-11-03,5.546875,5.554688,5.515625,5.523438,1.189809,104000
1970-11-04,5.531250,5.593750,5.531250,5.546875,1.194857,315200
1970-11-05,5.562500,5.617188,5.562500,5.578125,1.201589,195200
1970-11-06,5.578125,5.593750,5.539063,5.593750,1.204955,264000
1970-11-09,5.593750,5.656250,5.578125,5.656250,1.218418,350400
1970-11-10,5.656250,5.656250,5.390625,5.453125,1.174663,8934400
1970-11-11,5.453125,5.523438,5.429688,5.429688,1.169615,372800
1970-11-12,5.429688,5.445313,5.375000,5.375000,1.157834,2092800
1970-11-13,5.375000,5.429688,5.351563,5.390625,1.161199,524800
1970-11-16,5.390625,5.398438,5.335938,5.359375,1.160334,150400
1970-11-17,5.359375,5.398438,5.343750,5.343750,1.156950,1513600
1970-11-18,5.343750,5.367188,5.304688,5.359375,1.160334,576000
1970-11-19,5.359375,5.367188,5.328125,5.343750,1.156950,124800
1970-11-20,5.343750,5.390625,5.328125,5.390625,1.167099,366400
1970-11-23,5.390625,5.500000,5.390625,5.492188,1.189088,388800
1970-11-24,5.492188,5.515625,5.453125,5.500000,1.190779,273600
1970-11-25,5.531250,5.625000,5.531250,5.625000,1.217843,278400
1970-11-27,5.625000,5.671875,5.562500,5.671875,1.227991,214400
1970-11-30,5.640625,5.640625,5.601563,5.617188,1.216152,515200
1970-12-01,5.617188,5.648438,5.562500,5.617188,1.216152,427200
1970-12-02,5.617188,5.687500,5.539063,5.679688,1.229682,569600
1970-12-03,5.710938,5.804688,5.710938,5.726563,1.239832,672000
1970-12-04,5.726563,5.812500,5.718750,5.781250,1.251672,312000
1970-12-07,5.781250,5.867188,5.781250,5.867188,1.270277,436800
1970-12-08,5.875000,5.937500,5.875000,5.875000,1.271968,472000
1970-12-09,5.875000,5.921875,5.843750,5.875000,1.271968,404800
1970-12-10,5.875000,5.953125,5.859375,5.945313,1.287193,475200
1970-12-11,5.945313,6.085938,5.937500,6.062500,1.312564,470400
1970-12-14,6.062500,6.078125,6.007813,6.031250,1.305798,267200
1970-12-15,6.031250,6.062500,6.000000,6.031250,1.305798,244800
1970-12-16,6.031250,6.062500,5.992188,6.039063,1.307490,185600
1970-12-17,6.039063,6.054688,6.023438,6.039063,1.307490,110400
1970-12-18,6.039063,6.062500,6.031250,6.062500,1.312564,184000
1970-12-21,6.062500,6.062500,5.937500,5.937500,1.285500,376000
1970-12-22,5.937500,6.000000,5.937500,5.984375,1.295649,348800
1970-12-23,5.984375,6.000000,5.953125,5.953125,1.288882,192000
1970-12-24,5.953125,5.992188,5.921875,5.968750,1.292266,259200
1970-12-28,5.968750,6.000000,5.945313,5.992188,1.297341,110400
1970-12-29,6.007813,6.085938,6.007813,6.085938,1.317637,224000
1970-12-30,6.085938,6.156250,6.085938,6.156250,1.332862,368000
1970-12-31,6.156250,6.187500,6.125000,6.187500,1.339627,160000
1971-01-04,6.140625,6.140625,6.054688,6.054688,1.310872,166400
1971-01-05,6.054688,6.101563,5.945313,6.101563,1.321020,160000
1971-01-06,6.101563,6.140625,6.078125,6.093750,1.319329,129600
1971-01-07,6.093750,6.125000,6.078125,6.078125,1.315947,179200
1971-01-08,6.078125,6.125000,6.039063,6.054688,1.310872,184000
1971-01-11,6.039063,6.039063,5.953125,5.992188,1.297341,278400
1971-01-12,5.992188,6.000000,5.992188,6.000000,1.299033,472000
1971-01-13,6.000000,6.039063,6.000000,6.007813,1.300724,467200
1971-01-14,6.007813,6.015625,5.984375,6.015625,1.302416,979200
1971-01-15,6.015625,6.031250,5.984375,6.023438,1.304107,304000
1971-01-18,6.023438,6.039063,6.000000,6.000000,1.299033,152000
1971-01-19,6.000000,6.023438,5.992188,6.023438,1.304107,196800
1971-01-20,6.023438,6.046875,6.007813,6.031250,1.305798,316800
1971-01-21,6.031250,6.070313,6.023438,6.062500,1.312564,315200
1971-01-22,6.062500,6.125000,6.062500,6.117188,1.324405,323200
1971-01-25,6.117188,6.156250,6.117188,6.156250,1.332862,219200
1971-01-26,6.156250,6.187500,6.132813,6.171875,1.336244,1094400
1971-01-27,6.171875,6.187500,6.085938,6.148438,1.331170,564800
1971-01-28,6.148438,6.179688,6.125000,6.132813,1.327787,329600
1971-01-29,6.148438,6.187500,6.148438,6.187500,1.339627,188800
1971-02-01,6.210938,6.250000,6.210938,6.226563,1.348084,568000
1971-02-02,6.226563,6.242188,6.187500,6.195313,1.341319,416000
1971-02-03,6.195313,6.367188,6.195313,6.367188,1.378530,416000
1971-02-04,6.367188,6.390625,6.273438,6.312500,1.366691,331200
1971-02-05,6.312500,6.328125,6.273438,6.273438,1.358233,480000
1971-02-08,6.273438,6.343750,6.250000,6.343750,1.373456,387200
1971-02-09,6.343750,6.375000,6.320313,6.351563,1.375148,316800
1971-02-10,6.351563,6.375000,6.289063,6.359375,1.376838,484800
1971-02-11,6.359375,6.406250,6.312500,6.406250,1.393327,219200
1971-02-12,6.406250,6.468750,6.398438,6.468750,1.406921,96000
1971-02-16,6.468750,6.515625,6.460938,6.500000,1.413718,217600
1971-02-17,6.500000,6.507813,6.453125,6.492188,1.412019,283200
1971-02-18,6.492188,6.500000,6.437500,6.476563,1.408622,395200
1971-02-19,6.476563,6.492188,6.421875,6.484375,1.410320,182400
1971-02-22,6.453125,6.453125,6.320313,6.343750,1.379734,838400
1971-02-23,6.335938,6.335938,6.273438,6.320313,1.374637,305600
1971-02-24,6.320313,6.359375,6.281250,6.359375,1.383132,216000
1971-02-25,6.359375,6.421875,6.281250,6.406250,1.393327,531200
1971-02-26,6.406250,6.492188,6.375000,6.484375,1.410320,451200
1971-03-01,6.484375,6.500000,6.437500,6.500000,1.413718,294400
1971-03-02,6.500000,6.531250,6.476563,6.531250,1.420516,211200
1971-03-03,6.531250,6.546875,6.484375,6.507813,1.415417,564800
1971-03-04,6.507813,6.554688,6.500000,6.523438,1.418816,206400
1971-03-05,6.523438,6.554688,6.523438,6.546875,1.423912,268800
1971-03-08,6.546875,6.578125,6.523438,6.570313,1.429010,240000
1971-03-09,6.570313,6.671875,6.562500,6.640625,1.444303,334400
1971-03-10,6.656250,6.687500,6.656250,6.687500,1.454499,264000
1971-03-11,6.687500,6.718750,6.656250,6.718750,1.461295,236800
1971-03-12,6.718750,6.796875,6.656250,6.796875,1.478287,212800
1971-03-15,6.796875,7.046875,6.796875,7.046875,1.532661,243200
1971-03-16,7.046875,7.125000,7.015625,7.109375,1.546254,630400
1971-03-17,7.078125,7.078125,7.031250,7.062500,1.536059,313600
1971-03-18,7.062500,7.171875,7.062500,7.140625,1.553051,446400
1971-03-19,7.171875,7.226563,7.171875,7.226563,1.571743,216000
1971-03-22,7.203125,7.203125,7.093750,7.125000,1.549653,161600
1971-03-23,7.125000,7.148438,7.000000,7.015625,1.525864,174400
1971-03-24,6.968750,6.968750,6.867188,6.882813,1.496978,305600
1971-03-25,6.882813,7.000000,6.859375,6.992188,1.520766,286400
1971-03-26,6.992188,7.062500,6.960938,7.000000,1.522466,270400
1971-03-29,7.000000,7.046875,6.953125,6.992188,1.520766,267200
1971-03-30,6.992188,7.023438,6.945313,7.007813,1.524165,187200
1971-03-31,7.015625,7.117188,7.015625,7.046875,1.532661,345600
1971-04-01,7.046875,7.109375,7.015625,7.109375,1.546254,161600
1971-04-02,7.109375,7.156250,7.085938,7.125000,1.549653,252800
1971-04-05,7.125000,7.125000,7.023438,7.054688,1.534360,163200
1971-04-06,7.054688,7.171875,7.023438,7.164063,1.558149,289600
1971-04-07,7.164063,7.195313,7.125000,7.156250,1.556450,158400
1971-04-08,7.156250,7.171875,7.062500,7.085938,1.541156,107200
1971-04-12,7.085938,7.125000,7.078125,7.078125,1.539458,132800
1971-04-13,7.078125,7.109375,7.023438,7.078125,1.539458,265600
1971-04-14,7.078125,7.171875,7.062500,7.171875,1.559849,385600
1971-04-15,7.148438,7.148438,7.015625,7.015625,1.525864,312000
1971-04-16,7.015625,7.101563,7.000000,7.085938,1.541156,222400
1971-04-19,7.085938,7.226563,7.085938,7.218750,1.570043,376000
1971-04-20,7.218750,7.234375,7.195313,7.218750,1.570043,169600
1971-04-21,7.234375,7.390625,7.234375,7.312500,1.590433,158400
1971-04-22,7.312500,7.335938,7.187500,7.226563,1.571743,395200
1971-04-23,7.187500,7.187500,7.140625,7.179688,1.561547,216000
1971-04-26,7.187500,7.234375,7.187500,7.234375,1.573442,289600
1971-04-27,7.304688,7.367188,7.304688,7.312500,1.590433,168000
1971-04-28,7.312500,7.421875,7.281250,7.281250,1.583636,724800
1971-04-29,7.281250,7.304688,7.187500,7.203125,1.566645,254400
1971-04-30,7.203125,7.234375,7.125000,7.156250,1.556450,281600
1971-05-03,7.156250,7.179688,7.078125,7.140625,1.553051,297600
1971-05-04,7.125000,7.125000,7.015625,7.085938,1.541156,350400
1971-05-05,7.078125,7.078125,7.000000,7.046875,1.532661,508800
1971-05-06,7.070313,7.125000,7.070313,7.109375,1.546254,172800
1971-05-07,7.085938,7.085938,7.000000,7.007813,1.524165,204800
1971-05-10,7.000000,7.000000,6.929688,6.960938,1.513970,182400
1971-05-11,6.960938,7.085938,6.929688,7.046875,1.532661,308800
1971-05-12,7.046875,7.078125,7.031250,7.031250,1.529262,342400
1971-05-13,7.031250,7.078125,7.031250,7.078125,1.539458,112000
1971-05-14,7.078125,7.117188,7.031250,7.031250,1.529262,188800
1971-05-17,7.031250,7.039063,6.984375,7.000000,1.528758,230400
1971-05-18,7.000000,7.148438,7.000000,7.101563,1.550938,307200
1971-05-19,7.101563,7.171875,7.078125,7.171875,1.566295,211200
1971-05-20,7.171875,7.187500,7.125000,7.148438,1.561175,240000
1971-05-21,7.148438,7.195313,7.125000,7.195313,1.571412,147200
1971-05-24,7.171875,7.171875,6.875000,6.945313,1.516815,5134400
1971-05-25,6.945313,7.156250,6.890625,7.140625,1.559469,438400
1971-05-26,7.140625,7.140625,7.062500,7.085938,1.547526,188800
1971-05-27,7.085938,7.156250,7.023438,7.125000,1.556057,313600
1971-05-28,7.125000,7.171875,7.125000,7.125000,1.556057,187200
1971-06-01,7.125000,7.148438,7.078125,7.078125,1.545819,105600
1971-06-02,7.093750,7.187500,7.093750,7.179688,1.568001,620800
1971-06-03,7.179688,7.187500,7.148438,7.156250,1.562882,425600
1971-06-04,7.156250,7.179688,7.109375,7.171875,1.566295,158400
1971-06-07,7.171875,7.179688,7.140625,7.171875,1.566295,214400
1971-06-08,7.171875,7.179688,7.125000,7.171875,1.566295,400000
1971-06-09,7.171875,7.171875,7.078125,7.125000,1.556057,265600
1971-06-10,7.125000,7.179688,7.101563,7.164063,1.564588,163200
1971-06-11,7.164063,7.195313,7.156250,7.187500,1.569706,444800
1971-06-14,7.179688,7.179688,7.140625,7.171875,1.566295,158400
1971-06-15,7.171875,7.250000,7.156250,7.234375,1.579943,475200
1971-06-16,7.234375,7.304688,7.195313,7.289063,1.591887,859200
1971-06-17,7.289063,7.367188,7.281250,7.367188,1.608949,252800
1971-06-18,7.367188,7.468750,7.367188,7.375000,1.610655,281600
1971-06-21,7.375000,7.375000,7.203125,7.226563,1.578238,289600
1971-06-22,7.203125,7.203125,7.132813,7.164063,1.564588,275200
1971-06-23,7.164063,7.203125,7.125000,7.203125,1.573119,624000
1971-06-24,7.203125,7.226563,7.164063,7.210938,1.574825,404800
1971-06-25,7.210938,7.226563,7.187500,7.187500,1.569706,97600
1971-06-28,7.210938,7.328125,7.210938,7.328125,1.600417,251200
1971-06-29,7.359375,7.562500,7.359375,7.546875,1.648191,435200
1971-06-30,7.546875,7.742188,7.546875,7.609375,1.661841,1187200
1971-07-01,7.570313,7.570313,7.515625,7.562500,1.651604,510400
1971-07-02,7.531250,7.531250,7.437500,7.437500,1.624305,379200
1971-07-06,7.429688,7.429688,7.312500,7.382813,1.612362,740800
1971-07-07,7.382813,7.398438,7.359375,7.359375,1.607242,355200
1971-07-08,7.359375,7.398438,7.312500,7.312500,1.597006,350400
1971-07-09,7.328125,7.398438,7.328125,7.382813,1.612362,206400
1971-07-12,7.382813,7.429688,7.375000,7.429688,1.622599,528000
1971-07-13,7.429688,7.437500,7.367188,7.421875,1.620891,198400
1971-07-14,7.421875,7.453125,7.382813,7.453125,1.627717,104000
1971-07-15,7.453125,7.453125,7.328125,7.328125,1.600417,318400
1971-07-16,7.351563,7.429688,7.351563,7.375000,1.610655,121600
1971-07-19,7.375000,7.421875,7.312500,7.367188,1.608949,152000
1971-07-20,7.367188,7.437500,7.312500,7.437500,1.624305,790400
1971-07-21,7.437500,7.437500,7.390625,7.390625,1.614068,176000
1971-07-22,7.390625,7.437500,7.390625,7.390625,1.614068,137600
1971-07-23,7.390625,7.429688,7.382813,7.429688,1.622599,70400
1971-07-26,7.429688,7.429688,7.382813,7.398438,1.615774,97600
1971-07-27,7.390625,7.390625,7.312500,7.312500,1.597006,68800
1971-07-28,7.273438,7.273438,7.148438,7.148438,1.561175,259200
